Rk,Player,Pos,Squad,Age,Born,Nineties,CrdY,CrdR,2CrdY,FoulsPer90,Fld,Off,Crs,Int,TklW,OG,Matches,-9999,Position
73,Oswin Appollis,MFFW,South Africa,24,2001,2.8,0.0,0.0,0.0,0.36,0.71,0.0,2.86,0.36,1.07,0.0,Matches,e8933eb0,MF
588,Thalente Mbatha,MF,South Africa,26,2000,2.9,0.34,0.0,0.0,1.38,0.0,0.0,1.38,1.72,0.69,0.0,Matches,f6272be9,MF
249,Amad Diallo,MFFW,Côte d'Ivoire,23,2002,2.1,0.0,0.0,0.0,0.0,0.95,0.48,1.9,0.95,1.9,0.0,Matches,9dc96f10,MF
293,Eberechi Eze,MF,England,27,1998,2.3,0.0,0.0,0.0,0.87,1.74,0.43,0.87,0.0,0.0,0.0,Matches,ae4fc6a4,MF
95,Neil El Aynaoui,MF,Morocco,24,2001,6.2,0.0,0.0,0.0,2.42,1.13,0.0,0.0,1.29,1.45,0.0,Matches,17e1261b,MF
179,Josué Casimir,MF,Haiti,24,2001,2.0,0.5,0.0,0.0,2.0,2.0,0.0,1.5,0.0,0.0,0.0,Matches,481f76cf,MF
301,Ahmed Fathy,MF,Qatar,33,1993,1.7,1.18,0.0,0.0,1.18,0.59,0.0,0.0,1.76,1.76,0.0,Matches,f2369793,MF
251,Habib Diarra,MF,Senegal,22,2004,1.6,0.0,0.0,0.0,1.25,1.25,0.0,0.63,0.63,1.25,0.0,Matches,6d0fe035,MF
481,Edo Kayembe,MF,Congo DR,28,1998,1.8,0.0,0.0,0.0,2.78,1.67,0.0,1.11,0.0,0.56,0.0,Matches,f99b71de,MF
366,Arda Güler,MF,Türkiye,21,2005,3.0,0.0,0.0,0.0,1.0,3.33,0.67,4.67,0.67,1.0,0.0,Matches,3741ca58,MF
46,Khojiakbar Alijonov,MF,Uzbekistan,29,1997,1.5,0.0,0.0,0.0,1.33,0.67,0.0,3.33,3.33,1.33,0.0,Matches,e53cbd7a,MF
861,Jacob Shaffelburg,MF,Canada,26,1999,1.0,0.0,0.0,0.0,2.0,1.0,0.0,18.0,2.0,1.0,0.0,Matches,339a2561,MF
965,Federico Valverde,MF,Uruguay,27,1998,2.6,0.0,0.0,0.0,0.38,0.0,0.0,4.23,1.15,0.77,0.0,Matches,0959c2a2,MF
255,Brahim Díaz,MF,Morocco,26,1999,5.1,0.0,0.0,0.0,0.59,1.96,0.0,1.57,0.78,0.39,0.0,Matches,407feb71,MF
1011,Granit Xhaka,MF,Switzerland,33,1992,6.7,0.3,0.0,0.0,0.6,1.79,0.0,0.6,0.6,0.6,0.0,Matches,e61b8aee,MF
790,Rodri,MF,Spain,29,1996,8.0,0.0,0.0,0.0,1.38,1.13,0.13,0.5,0.38,2.5,0.0,Matches,6434f10d,MF
750,Christian Pulisic,MF,USA,27,1998,2.5,0.0,0.0,0.0,0.4,3.2,0.8,1.6,0.0,0.4,0.0,Matches,1bf33a9a,MF
872,Niko Sigur,MF,Canada,22,2003,1.4,0.71,0.0,0.0,3.57,0.71,0.0,3.57,0.0,0.71,0.0,Matches,5c56986b,MF
200,Brian Cipenga,MFFW,Congo DR,28,1998,1.6,0.0,0.0,0.0,1.25,0.63,0.63,5.63,0.0,1.25,0.0,Matches,e4787d6f,MF
268,David Douděra,MF,Czechia,28,1998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,Matches,e95b4604,MF
809,Elias Saad,MFFW,Tunisia,26,1999,1.3,0.0,0.0,0.0,0.77,2.31,0.77,1.54,0.0,0.77,0.0,Matches,78a2284f,MF
696,Amadou Onana,MF,Belgium,24,2001,1.2,0.0,0.0,0.0,0.83,2.5,0.0,0.0,1.67,1.67,0.0,Matches,828657ff,MF
853,Antoine Semenyo,MFFW,Ghana,26,2000,4.0,0.0,0.0,0.0,1.5,1.0,1.0,1.25,0.0,0.5,0.0,Matches,efd2ec23,MF
334,Ismaël Gharbi,MF,Tunisia,22,2004,1.4,0.0,0.0,0.0,0.0,1.43,0.0,0.71,0.71,0.71,0.0,Matches,5b3cfa12,MF
1028,Jaroslav Zelený,MF,Czechia,33,1992,1.4,0.0,0.0,0.0,0.0,1.43,0.0,2.86,0.0,0.0,0.0,Matches,bc647827,MF
663,Pedro Neto,MF,Portugal,26,2000,3.9,0.0,0.0,0.0,1.03,1.03,0.0,3.33,0.0,0.51,0.0,Matches,7ba2eaa9,MF
627,Teboho Mokoena,MF,South Africa,29,1997,3.0,0.67,0.0,0.0,1.0,2.0,0.0,1.67,1.67,1.0,0.0,Matches,00029b1e,MF
463,Elijah Just,MF,New Zealand,26,2000,2.9,0.34,0.0,0.0,1.03,0.69,0.0,0.69,0.69,1.03,0.0,Matches,0c295d6e,MF
693,Dani Olmo,MF,Spain,28,1998,5.5,0.0,0.0,0.0,1.09,1.82,0.0,0.18,0.18,0.91,0.0,Matches,ae44e8e2,MF
674,Ernest Nuamah,MF,Ghana,22,2003,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,Matches,234a703c,MF
246,Sergiño Dest,MF,USA,25,2000,3.3,0.0,0.0,0.0,0.61,1.21,0.0,0.91,1.52,0.3,0.0,Matches,5976f83e,MF
603,Hannibal Mejbri,MF,Tunisia,23,2003,3.0,0.0,0.0,0.0,1.33,5.0,0.0,3.33,0.33,1.33,0.0,Matches,ca22ccb0,MF
185,Fares Chaïbi,MF,Algeria,23,2002,4.0,0.25,0.0,0.0,0.75,0.5,0.25,1.5,0.75,1.25,0.0,Matches,357103bd,MF
304,Abbosbek Fayzullayev,MF,Uzbekistan,22,2003,2.4,0.0,0.0,0.0,2.5,1.67,0.0,4.17,0.42,2.5,0.0,Matches,ef1d36a1,MF
39,Kerim Alajbegović,MF,Bosnia–Herz,18,2007,3.1,0.0,0.0,0.0,1.29,1.94,0.32,4.84,0.65,0.0,0.0,Matches,f3d9291e,MF
604,Amar Memić,MF,Bosnia–Herz,25,2001,2.5,0.0,0.0,0.0,1.6,1.2,0.0,2.0,0.8,0.8,0.0,Matches,918c187c,MF
107,Bradley Barcola,MF,France,23,2002,4.3,0.23,0.0,0.0,1.16,0.23,0.23,0.7,0.23,0.93,0.0,Matches,a0d55a09,MF
89,Fredrik Aursnes,MFDF,Norway,30,1995,3.4,0.0,0.0,0.0,1.47,0.88,0.0,1.47,0.29,2.35,0.0,Matches,f0677ed7,MF
880,Sphephelo Sithole,MF,South Africa,27,1999,2.5,0.0,0.4,0.0,2.0,0.4,0.0,0.0,2.0,2.0,0.0,Matches,33bcd4b3,MF
178,Casemiro,MF,Brazil,34,1992,4.2,0.48,0.0,0.0,1.43,1.43,0.0,1.19,1.43,1.19,0.0,Matches,4d224fe8,MF
828,Leroy Sané,MF,Germany,30,1996,3.6,0.0,0.0,0.0,0.83,0.56,0.28,2.78,0.56,0.83,0.0,Matches,2b114be3,MF
363,Pape Gueye,MF,Senegal,27,1999,2.6,0.38,0.0,0.0,1.54,0.77,0.0,1.15,1.54,0.38,0.0,Matches,7155e3e1,MF
987,Cristian Volpato,MF,Australia,22,2003,1.8,0.0,0.0,0.0,0.56,1.11,0.0,6.11,0.0,0.56,0.0,Matches,72f87f25,MF
967,Hans Vanaken,MF,Belgium,33,1992,3.5,0.0,0.0,0.0,0.0,1.71,0.0,0.57,0.29,0.29,0.0,Matches,392a7aea,MF
678,Benjamin Nygren,MF,Sweden,24,2001,1.4,0.0,0.0,0.0,2.14,0.0,0.0,3.57,0.0,0.0,0.0,Matches,d6ebf67f,MF
551,Daizen Maeda,MF,Japan,28,1997,2.7,0.0,0.0,0.0,0.74,0.37,0.37,1.11,0.74,1.11,0.0,Matches,395451fc,MF
573,Cristian Martínez,MFFW,Panama,29,1997,2.7,0.0,0.0,0.0,1.85,1.85,0.37,4.44,0.37,1.48,0.0,Matches,fdb15495,MF
830,Kaishū Sano,MF,Japan,25,2000,3.0,0.33,0.0,0.0,1.33,0.33,0.0,0.33,1.33,0.67,0.0,Matches,7a7a6361,MF
271,Deroy Duarte,MF,Cabo Verde,26,1999,2.9,0.0,0.0,0.0,1.38,0.34,0.0,0.34,2.07,1.72,0.0,Matches,6af8fc5b,MF
212,Vladimír Coufal,MFDF,Czechia,33,1992,3.0,0.0,0.0,0.0,1.33,1.0,0.33,6.67,0.67,0.33,0.0,Matches,fdf3cb77,MF
362,Idrissa Gueye,MF,Senegal,36,1989,4.0,0.0,0.0,0.0,0.5,0.5,0.0,0.25,0.5,1.0,0.0,Matches,72c812f3,MF
585,Ibrahim Maza,MFFW,Algeria,20,2005,3.9,0.0,0.0,0.0,0.26,1.28,0.0,0.26,0.0,0.51,0.0,Matches,89b3bc5e,MF
859,Paik Seung-ho,MF,Korea Republic,29,1997,2.3,0.43,0.0,0.0,0.43,0.87,0.0,0.43,0.43,0.0,0.0,Matches,1e1bea09,MF
81,Jhon Arias,MF,Colombia,28,1997,4.2,0.24,0.0,0.0,1.19,0.48,0.0,1.19,0.48,2.14,0.0,Matches,86d96066,MF
494,Orkun Kökçü,MF,Türkiye,25,2000,1.7,0.0,0.0,0.0,1.18,2.35,0.0,3.53,0.0,0.59,0.0,Matches,9bf914b4,MF
262,Yan Diomandé,MFFW,Côte d'Ivoire,19,2006,3.7,0.0,0.0,0.0,0.54,1.89,0.0,3.78,1.08,1.62,0.0,Matches,919f5f54,MF
498,Ismaël Koné,MF,Canada,23,2002,1.6,0.0,0.0,0.0,0.63,1.88,0.0,1.88,1.88,1.25,0.0,Matches,e0220b70,MF
431,Zidane Iqbal,MF,Iraq,23,2003,2.1,0.0,0.0,0.0,0.48,0.95,0.0,0.95,0.48,0.95,0.0,Matches,6fa3c28e,MF
239,Rodrigo De Paul,MF,Argentina,32,1994,5.5,0.18,0.0,0.0,0.36,0.91,0.18,2.55,1.09,0.73,0.0,Matches,162efffd,MF
69,Nilson Angulo,MF,Ecuador,22,2003,2.4,0.0,0.0,0.0,1.67,1.25,0.0,2.08,0.83,0.42,0.0,Matches,a9b9d89c,MF
52,Barış Alper Yılmaz,MFFW,Türkiye,26,2000,2.0,0.0,0.0,0.0,2.0,0.5,1.0,7.5,0.0,0.0,0.0,Matches,414b2ce4,MF
571,Gabriel Martinelli,MF,Brazil,24,2001,1.6,0.0,0.0,0.0,2.5,1.88,0.0,1.25,1.25,0.0,0.0,Matches,48a5a5d6,MF
546,Alexis Mac Allister,MF,Argentina,27,1998,8.3,0.12,0.0,0.0,1.08,1.45,0.0,0.24,1.08,1.45,0.0,Matches,83d074ff,MF
308,Enzo Fernández,MF,Argentina,25,2001,7.3,0.27,0.14,0.14,1.64,0.82,0.14,0.68,0.82,0.96,0.0,Matches,5ff4ab71,MF
231,Nasser Al-Dawsari,MF,Saudi Arabia,27,1998,2.3,0.43,0.0,0.0,3.04,0.87,0.0,0.43,1.74,1.74,0.0,Matches,7709e4a6,MF
781,Declan Rice,MF,England,27,1999,6.2,0.32,0.0,0.0,0.65,0.0,0.16,7.1,0.81,0.48,0.0,Matches,1c7012b8,MF
123,Jude Bellingham,MF,England,22,2003,6.8,0.15,0.0,0.0,1.32,2.5,0.15,1.18,0.44,1.47,0.0,Matches,57d88cf9,MF
72,Houssem Aouar,MF,Algeria,27,1998,1.9,0.0,0.0,0.0,0.53,1.05,0.0,0.0,0.0,0.53,0.0,Matches,a5db0bec,MF
437,Zaid Ismail,MF,Iraq,24,2002,1.3,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.77,3.08,0.0,Matches,c65effaa,MF
1005,Florian Wirtz,MF,Germany,23,2003,4.0,0.0,0.0,0.0,0.25,0.75,0.25,3.25,0.5,1.5,0.0,Matches,e7fcf289,MF
924,Ao Tanaka,MF,Japan,27,1998,2.1,0.0,0.0,0.0,2.86,0.95,0.0,0.0,0.48,2.86,0.0,Matches,1d36d6b6,MF
217,Andrés Cubas,MF,Paraguay,30,1996,5.3,0.19,0.0,0.0,2.64,0.57,0.0,0.0,2.08,2.45,0.0,Matches,9b40a6ea,MF
348,Nicolás González,MF,Argentina,28,1998,2.9,0.0,0.0,0.0,1.38,1.03,0.69,2.07,0.34,1.03,0.0,Matches,2374aaca,MF
232,Salem Al-Dawsari,MF,Saudi Arabia,34,1991,2.7,0.37,0.0,0.0,1.11,1.48,0.37,1.11,0.37,0.37,0.0,Matches,60ee859c,MF
109,Ivan Bašić,MF,Bosnia–Herz,24,2002,2.0,0.0,0.0,0.0,1.0,1.5,0.0,6.0,1.5,0.5,0.0,Matches,9b0a0d51,MF
612,Mikel Merino,MF,Spain,29,1996,2.2,0.0,0.0,0.0,2.73,3.64,0.0,0.45,1.36,0.91,0.0,Matches,d080ed5e,MF
543,Dodi Lukebakio,MF,Belgium,28,1997,1.8,0.0,0.0,0.0,0.56,1.11,0.0,3.33,0.0,0.56,0.0,Matches,0c61c77c,MF
783,Fabian Rieder,MFFW,Switzerland,24,2002,3.4,0.0,0.0,0.0,0.88,1.76,0.0,3.82,0.29,0.88,0.0,Matches,c2bd8585,MF
1018,Kenan Yıldız,MF,Türkiye,21,2005,2.4,0.0,0.0,0.0,0.83,1.67,0.0,2.5,0.42,0.83,0.0,Matches,d8cda243,MF
79,Carlens Arcus,MFDF,Haiti,29,1996,1.6,0.63,0.0,0.0,3.13,1.88,1.25,1.25,1.88,1.88,0.0,Matches,5e837126,MF
629,Jamiro Monteiro,MF,Cabo Verde,32,1993,3.1,0.0,0.0,0.0,1.29,0.65,0.0,2.26,1.29,1.29,0.0,Matches,d384bddd,MF
307,Bruno Fernandes,MF,Portugal,31,1994,4.7,0.0,0.0,0.0,0.43,1.7,0.21,4.68,0.0,1.06,0.0,Matches,507c7bdf,MF
625,Mohammad Mohebi,MF,IR Iran,27,1998,2.7,0.0,0.0,0.0,0.37,0.37,0.0,0.37,0.37,0.37,0.0,Matches,7b6b53c3,MF
522,Mohanad Lasheen,MF,Egypt,30,1996,4.0,0.5,0.0,0.0,1.25,0.75,0.0,0.25,2.0,2.75,0.0,Matches,8c041c7d,MF
278,Anthony Elanga,MFFW,Sweden,24,2002,2.4,0.0,0.0,0.0,0.0,2.92,0.42,5.0,0.83,0.0,0.0,Matches,2fba6108,MF
869,Otabek Shukurov,MF,Uzbekistan,29,1996,2.6,0.0,0.0,0.0,0.77,1.92,0.0,0.38,0.0,0.77,0.0,Matches,62032a56,MF
1001,Iñaki Williams,MFFW,Ghana,31,1994,1.4,0.71,0.0,0.0,1.43,0.71,0.71,2.86,0.71,0.0,0.0,Matches,6a99e0b1,MF
706,Elisha Owusu,MF,Ghana,28,1997,1.7,0.0,0.0,0.0,1.18,0.0,0.0,1.76,0.0,1.76,0.0,Matches,e2781082,MF
993,Paul Wanner,MF,Austria,20,2005,2.6,0.0,0.0,0.0,1.54,0.77,0.0,0.38,0.77,0.38,0.0,Matches,cb64672e,MF
592,Nathanaël Mbuku,MFFW,Congo DR,24,2002,1.6,0.63,0.0,0.0,2.5,5.0,0.0,8.75,0.0,1.88,0.0,Matches,46750e9c,MF
800,Luis Romo,MF,Mexico,31,1995,2.9,0.0,0.0,0.0,0.34,1.03,0.0,0.34,1.38,1.38,0.0,Matches,e590bb10,MF
715,Marco Pašalić,MF,Croatia,25,2000,1.1,0.0,0.0,0.0,0.0,1.82,1.82,10.0,0.91,1.82,0.0,Matches,1866b0f1,MF
172,Lamine Camara,MF,Senegal,22,2004,2.8,0.36,0.0,0.0,1.79,1.07,0.0,2.5,0.71,0.36,0.0,Matches,19c2ffa4,MF
633,Gilberto Mora,MF,Mexico,17,2008,2.4,0.0,0.0,0.0,1.25,1.25,0.0,1.67,0.83,0.83,0.0,Matches,69c9ffe8,MF
1024,İsmail Yüksek,MF,Türkiye,27,1999,1.5,0.0,0.0,0.0,1.33,0.0,0.0,0.0,1.33,3.33,0.0,Matches,6c5af908,MF
714,Thomas Partey,MF,Ghana,33,1993,3.0,0.0,0.0,0.0,0.67,1.67,0.0,0.0,2.0,1.33,0.0,Matches,529f49ab,MF
452,Danley Jean-Jacques,MF,Haiti,26,2000,2.9,0.34,0.0,0.0,1.72,1.03,0.0,0.34,1.03,2.07,0.0,Matches,59fcbd6d,MF
125,Anis Ben Slimane,MFFW,Tunisia,25,2001,2.7,0.0,0.0,0.0,0.0,0.0,0.74,2.22,0.74,0.74,0.0,Matches,9ade9ce1,MF
815,Michal Sadílek,MF,Czechia,27,1999,2.0,0.0,0.0,0.0,0.0,1.5,0.0,6.0,1.0,1.0,0.0,Matches,7c9fa389,MF
596,Weston McKennie,MF,USA,27,1998,4.9,0.2,0.0,0.0,1.63,0.41,0.0,2.24,1.43,1.43,0.0,Matches,01c3aff5,MF
486,Dostonbek Khamdamov,MF,Uzbekistan,29,1996,1.1,0.0,0.0,0.0,0.91,0.0,0.91,4.55,1.82,3.64,0.0,Matches,d2dd2ffb,MF
358,Gabriel Gudmundsson,MFDF,Sweden,27,1999,3.7,0.27,0.0,0.0,1.35,1.89,0.0,1.08,1.35,0.81,0.0,Matches,d5d22a58,MF
594,John McGinn,MF,Scotland,31,1994,2.9,0.0,0.0,0.0,0.69,3.79,0.0,3.45,0.0,0.0,0.0,Matches,90f91999,MF
369,Brian Gutiérrez,MF,Mexico,22,2003,2.2,0.45,0.0,0.0,2.27,1.36,0.0,2.27,0.91,0.45,0.0,Matches,d88f31db,MF
957,Manuel Ugarte,MF,Uruguay,25,2001,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.5,0.0,Matches,c9817014,MF
927,Aurélien Tchouaméni,MF,France,26,2000,4.0,0.25,0.0,0.0,1.0,0.75,0.0,0.5,1.5,3.5,0.0,Matches,4f255115,MF
577,Thapelo Maseko,MFFW,South Africa,22,2003,2.7,0.0,0.0,0.0,1.48,3.7,0.0,0.74,0.74,0.37,0.0,Matches,498d45f7,MF
616,Liam Millar,MF,Canada,26,1999,1.8,0.56,0.0,0.0,1.67,0.56,0.0,5.56,0.0,2.22,0.0,Matches,983515f8,MF
622,Relebohile Mofokeng,MF,South Africa,21,2004,1.9,0.0,0.0,0.0,1.58,1.05,0.0,1.05,0.0,1.05,0.0,Matches,25c3fb97,MF
19,Tyler Adams,MF,USA,27,1999,3.8,0.26,0.0,0.0,1.32,1.58,0.0,0.0,2.11,1.32,0.0,Matches,2b09d998,MF
364,Bruno Guimarães,MF,Brazil,28,1997,4.6,0.0,0.0,0.0,0.87,1.52,0.0,3.48,0.43,1.3,0.0,Matches,82518f62,MF
514,Konrad Laimer,MFDF,Austria,29,1997,4.0,0.25,0.0,0.0,1.5,0.75,0.75,1.0,0.5,1.5,0.0,Matches,c1b7847c,MF
621,Luka Modrić,MF,Croatia,40,1985,3.5,0.29,0.0,0.0,1.14,0.86,0.0,3.14,0.0,0.86,0.0,Matches,6025fab1,MF
394,Carlos Harvey,MF,Panama,26,2000,3.0,0.33,0.0,0.0,2.67,1.0,0.0,0.0,0.0,1.0,0.0,Matches,3f18600c,MF
727,Ivan Perišić,MFDF,Croatia,37,1989,4.0,0.5,0.0,0.0,1.0,0.25,0.0,5.0,1.0,1.0,0.0,Matches,6fe90922,MF
886,Djibril Sow,MF,Switzerland,29,1997,2.8,0.0,0.0,0.0,1.79,1.43,0.0,1.07,0.71,0.36,0.0,Matches,4c6facae,MF
